n,Mint price,Contribution to pool,Contribution to cause,Pool size,Binomial probability,Investor 1,,Investor 3,,,Investor 6,Investor 7,Investor 8,Investor 9,Investor 10,Investor 11,Investor 12,Investor 13,Investor 14,Investor 15,Investor 16,Investor 17,Investor 18
577,0.02499437697,0.019996,0.004999,8.340729,0.8954740495,-1.592939,-1.550613,-1.505975,-1.458991,-1.409635,-1.357888,-1.303737,-1.247175,-1.188202,-1.126822,-1.063048,-0.996895,-0.928385,-0.857546,-0.784407,-0.709006,-0.631381,-0.551575
578,0.02499453674,0.019996,0.004999,8.360725,0.895882354,-1.597938,-1.555612,-1.510974,-1.463990,-1.414634,-1.362887,-1.308736,-1.252174,-1.193200,-1.131821,-1.068046,-1.001894,-0.933384,-0.862545,-0.789406,-0.714005,-0.636379,-0.556574
579,0.02499469224,0.019996,0.004999,8.380720,0.8962890636,-1.602937,-1.560611,-1.515972,-1.468989,-1.419633,-1.367886,-1.313735,-1.257173,-1.198199,-1.136820,-1.073045,-1.006893,-0.938383,-0.867543,-0.794405,-0.719004,-0.641378,-0.561573
580,0.02499484356,0.019996,0.004999,8.400716,0.8966941844,-1.607935,-1.565610,-1.520971,-1.473987,-1.424632,-1.372885,-1.318734,-1.262172,-1.203198,-1.141819,-1.078044,-1.011892,-0.943382,-0.872542,-0.799404,-0.724003,-0.646377,-0.566572
581,0.02499499083,0.019996,0.004999,8.420712,0.8970977227,-1.612934,-1.570609,-1.525970,-1.478986,-1.429631,-1.377884,-1.323733,-1.267171,-1.208197,-1.146818,-1.083043,-1.016891,-0.948381,-0.877541,-0.804403,-0.729002,-0.651376,-0.571571
582,0.02499513413,0.019996,0.004999,8.440708,0.8974996848,-1.617933,-1.575608,-1.530969,-1.483986,-1.434630,-1.382883,-1.328732,-1.272170,-1.213196,-1.151817,-1.088042,-1.021890,-0.953380,-0.882540,-0.809402,-0.734001,-0.656375,-0.576570
583,0.02499527357,0.019996,0.004999,8.460705,0.8979000766,-1.622933,-1.580607,-1.535969,-1.488985,-1.439629,-1.387882,-1.333731,-1.277169,-1.218195,-1.156816,-1.093041,-1.026889,-0.958379,-0.887540,-0.814401,-0.739000,-0.661374,-0.581569
584,0.02499540924,0.019996,0.004999,8.480701,0.8982989044,-1.627932,-1.585606,-1.540968,-1.493984,-1.444628,-1.392881,-1.338730,-1.282168,-1.223195,-1.161815,-1.098041,-1.031888,-0.963378,-0.892539,-0.819400,-0.743999,-0.666374,-0.586568
585,0.02499554124,0.019996,0.004999,8.500697,0.8986961743,-1.632931,-1.590605,-1.545967,-1.498983,-1.449627,-1.397880,-1.343729,-1.287167,-1.228194,-1.166814,-1.103040,-1.036887,-0.968377,-0.897538,-0.824399,-0.748998,-0.671373,-0.591567
586,0.02499566966,0.019997,0.004999,8.520694,0.8990918924,-1.637930,-1.595604,-1.550966,-1.503982,-1.454626,-1.402879,-1.348728,-1.292166,-1.233193,-1.171813,-1.108039,-1.041886,-0.973376,-0.902537,-0.829399,-0.753997,-0.676372,-0.596566
587,0.0249957946,0.019997,0.004999,8.540690,0.8994860647,-1.642929,-1.600603,-1.555965,-1.508981,-1.459625,-1.407879,-1.353727,-1.297165,-1.238192,-1.176812,-1.113038,-1.046885,-0.978376,-0.907536,-0.834398,-0.758996,-0.681371,-0.601565
588,0.02499591613,0.019997,0.004999,8.560687,0.8998786973,-1.647928,-1.605603,-1.560964,-1.513980,-1.464625,-1.412878,-1.358727,-1.302165,-1.243191,-1.181812,-1.118037,-1.051884,-0.983375,-0.912535,-0.839397,-0.763995,-0.686370,-0.606564
589,0.02499603435,0.019997,0.004999,8.580684,0.9002697961,-1.652927,-1.610602,-1.565963,-1.518979,-1.469624,-1.417877,-1.363726,-1.307164,-1.248190,-1.186811,-1.123036,-1.056883,-0.988374,-0.917534,-0.844396,-0.768995,-0.691369,-0.611564
590,0.02499614934,0.019997,0.004999,8.600681,0.9006593672,-1.657927,-1.615601,-1.570963,-1.523979,-1.474623,-1.422876,-1.368725,-1.312163,-1.253190,-1.191810,-1.128036,-1.061883,-0.993373,-0.922534,-0.849395,-0.773994,-0.696369,-0.616563
591,0.02499626118,0.019997,0.004999,8.620678,0.9010474166,-1.662926,-1.620600,-1.575962,-1.528978,-1.479622,-1.427875,-1.373724,-1.317162,-1.258189,-1.196809,-1.133035,-1.066882,-0.998372,-0.927533,-0.854395,-0.778993,-0.701368,-0.621562
592,0.02499636995,0.019997,0.004999,8.640675,0.9014339501,-1.667925,-1.625599,-1.580961,-1.533977,-1.484622,-1.432875,-1.378724,-1.322162,-1.263188,-1.201809,-1.138034,-1.071881,-1.003372,-0.932532,-0.859394,-0.783992,-0.706367,-0.626561
593,0.02499647574,0.019997,0.004999,8.660672,0.9018189737,-1.672924,-1.630599,-1.585960,-1.538976,-1.489621,-1.437874,-1.383723,-1.327161,-1.268187,-1.206808,-1.143033,-1.076881,-1.008371,-0.937531,-0.864393,-0.788992,-0.711366,-0.631561
594,0.02499657861,0.019997,0.004999,8.680669,0.9022024934,-1.677924,-1.635598,-1.590960,-1.543976,-1.494620,-1.442873,-1.388722,-1.332160,-1.273187,-1.211807,-1.148033,-1.081880,-1.013370,-0.942531,-0.869392,-0.793991,-0.716366,-0.636560
595,0.02499667865,0.019997,0.004999,8.700667,0.9025845149,-1.682923,-1.640597,-1.595959,-1.548975,-1.499620,-1.447873,-1.393722,-1.337160,-1.278186,-1.216807,-1.153032,-1.086879,-1.018370,-0.947530,-0.874392,-0.798990,-0.721365,-0.641559
596,0.02499677593,0.019997,0.004999,8.720664,0.9029650441,-1.687922,-1.645597,-1.600958,-1.553975,-1.504619,-1.452872,-1.398721,-1.342159,-1.283185,-1.221806,-1.158031,-1.091879,-1.023369,-0.952529,-0.879391,-0.803990,-0.726364,-0.646559
597,0.02499687051,0.019997,0.004999,8.740662,0.9033440869,-1.692922,-1.650596,-1.605958,-1.558974,-1.509618,-1.457871,-1.403720,-1.347158,-1.288185,-1.226805,-1.163031,-1.096878,-1.028368,-0.957529,-0.884391,-0.808989,-0.731364,-0.651558
598,0.02499696247,0.019998,0.004999,8.760659,0.9037216491,-1.697921,-1.655596,-1.610957,-1.563973,-1.514618,-1.462871,-1.408720,-1.352158,-1.293184,-1.231805,-1.168030,-1.101877,-1.033368,-0.962528,-0.889390,-0.813988,-0.736363,-0.656557
599,0.02499705187,0.019998,0.004999,8.780657,0.9040977364,-1.702921,-1.660595,-1.615957,-1.568973,-1.519617,-1.467870,-1.413719,-1.357157,-1.298184,-1.236804,-1.173030,-1.106877,-1.038367,-0.967528,-0.894389,-0.818988,-0.741363,-0.661557
600,0.02499713879,0.019998,0.004999,8.800655,0.9044723546,-1.707920,-1.665594,-1.620956,-1.573972,-1.524616,-1.472870,-1.418719,-1.362156,-1.303183,-1.241803,-1.178029,-1.111876,-1.043367,-0.972527,-0.899389,-0.823987,-0.746362,-0.666556
601,0.02499722328,0.019998,0.004999,8.820652,0.9048455095,-1.712920,-1.670594,-1.625955,-1.578972,-1.529616,-1.477869,-1.423718,-1.367156,-1.308182,-1.246803,-1.183028,-1.116876,-1.048366,-0.977527,-0.904388,-0.828987,-0.751361,-0.671556
602,0.02499730541,0.019998,0.004999,8.840650,0.9052172067,-1.717919,-1.675593,-1.630955,-1.583971,-1.534615,-1.482869,-1.428717,-1.372155,-1.313182,-1.251802,-1.188028,-1.121875,-1.053366,-0.982526,-0.909388,-0.833986,-0.756361,-0.676555
603,0.02499738524,0.019998,0.004999,8.860648,0.905587452,-1.722918,-1.680593,-1.635954,-1.588970,-1.539615,-1.487868,-1.433717,-1.377155,-1.318181,-1.256802,-1.193027,-1.126875,-1.058365,-0.987525,-0.914387,-0.838986,-0.761360,-0.681555
604,0.02499746284,0.019998,0.004999,8.880646,0.905956251,-1.727918,-1.685592,-1.640954,-1.593970,-1.544614,-1.492867,-1.438716,-1.382154,-1.323181,-1.261801,-1.198027,-1.131874,-1.063364,-0.992525,-0.919387,-0.843985,-0.766360,-0.686554
605,0.02499753825,0.019998,0.005000,8.900644,0.9063236094,-1.732917,-1.690592,-1.645953,-1.598969,-1.549614,-1.497867,-1.443716,-1.387154,-1.328180,-1.266801,-1.203026,-1.136874,-1.068364,-0.997524,-0.924386,-0.848985,-0.771359,-0.691554
606,0.02499761155,0.019998,0.005000,8.920642,0.9066895328,-1.737917,-1.695591,-1.650953,-1.603969,-1.554613,-1.502867,-1.448715,-1.392153,-1.333180,-1.271800,-1.208026,-1.141873,-1.073364,-1.002524,-0.929386,-0.853984,-0.776359,-0.696553
607,0.02499768277,0.019998,0.005000,8.940640,0.9070540268,-1.742917,-1.700591,-1.655952,-1.608969,-1.559613,-1.507866,-1.453715,-1.397153,-1.338179,-1.276800,-1.213025,-1.146873,-1.078363,-1.007524,-0.934385,-0.858984,-0.781358,-0.701553
608,0.02499775199,0.019998,0.005000,8.960639,0.907417097,-1.747916,-1.705590,-1.660952,-1.613968,-1.564612,-1.512866,-1.458715,-1.402152,-1.343179,-1.281799,-1.218025,-1.151872,-1.083363,-1.012523,-0.939385,-0.863983,-0.786358,-0.706552
609,0.02499781925,0.019998,0.005000,8.980637,0.907778749,-1.752916,-1.710590,-1.665952,-1.618968,-1.569612,-1.517865,-1.463714,-1.407152,-1.348179,-1.286799,-1.223025,-1.156872,-1.088362,-1.017523,-0.944384,-0.868983,-0.791358,-0.711552
610,0.0249978846,0.019998,0.005000,9.000635,0.9081389882,-1.757915,-1.715590,-1.670951,-1.623967,-1.574612,-1.522865,-1.468714,-1.412152,-1.353178,-1.291799,-1.228024,-1.161871,-1.093362,-1.022522,-0.949384,-0.873982,-0.796357,-0.716551
611,0.02499794809,0.019998,0.005000,9.020634,0.9084978203,-1.762915,-1.720589,-1.675951,-1.628967,-1.579611,-1.527864,-1.473713,-1.417151,-1.358178,-1.296798,-1.233024,-1.166871,-1.098361,-1.027522,-0.954384,-0.878982,-0.801357,-0.721551
612,0.02499800978,0.019998,0.005000,9.040632,0.9088552507,-1.767914,-1.725589,-1.680950,-1.633966,-1.584611,-1.532864,-1.478713,-1.422151,-1.363177,-1.301798,-1.238023,-1.171870,-1.103361,-1.032521,-0.959383,-0.883982,-0.806356,-0.726551
613,0.02499806971,0.019998,0.005000,9.060630,0.9092112849,-1.772914,-1.730588,-1.685950,-1.638966,-1.589610,-1.537864,-1.483712,-1.427150,-1.368177,-1.306797,-1.243023,-1.176870,-1.108361,-1.037521,-0.964383,-0.888981,-0.811356,-0.731550
614,0.02499812793,0.019999,0.005000,9.080629,0.9095659283,-1.777914,-1.735588,-1.690950,-1.643966,-1.594610,-1.542863,-1.488712,-1.432150,-1.373177,-1.311797,-1.248023,-1.181870,-1.113360,-1.042521,-0.969382,-0.893981,-0.816356,-0.736550
615,0.02499818448,0.019999,0.005000,9.100627,0.9099191864,-1.782913,-1.740588,-1.695949,-1.648965,-1.599610,-1.547863,-1.493712,-1.437150,-1.378176,-1.316797,-1.253022,-1.186869,-1.118360,-1.047520,-0.974382,-0.898980,-0.821355,-0.741549
616,0.02499823942,0.019999,0.005000,9.120626,0.9102710646,-1.787913,-1.745587,-1.700949,-1.653965,-1.604609,-1.552862,-1.498711,-1.442149,-1.383176,-1.321796,-1.258022,-1.191869,-1.123359,-1.052520,-0.979382,-0.903980,-0.826355,-0.746549
617,0.02499829277,0.019999,0.005000,9.140625,0.9106215682,-1.792913,-1.750587,-1.705949,-1.658965,-1.609609,-1.557862,-1.503711,-1.447149,-1.388176,-1.326796,-1.263022,-1.196869,-1.128359,-1.057520,-0.984381,-0.908980,-0.831355,-0.751549
618,0.0249983446,0.019999,0.005000,9.160623,0.9109707027,-1.797912,-1.755587,-1.710948,-1.663964,-1.614609,-1.562862,-1.508711,-1.452149,-1.393175,-1.331796,-1.268021,-1.201868,-1.133359,-1.062519,-0.989381,-0.913979,-0.836354,-0.756548
619,0.02499839492,0.019999,0.005000,9.180622,0.9113184734,-1.802912,-1.760586,-1.715948,-1.668964,-1.619608,-1.567861,-1.513710,-1.457148,-1.398175,-1.336795,-1.273021,-1.206868,-1.138358,-1.067519,-0.994381,-0.918979,-0.841354,-0.761548
620,0.0249984438,0.019999,0.005000,9.200621,0.9116648856,-1.807912,-1.765586,-1.720948,-1.673964,-1.624608,-1.572861,-1.518710,-1.462148,-1.403175,-1.341795,-1.278021,-1.211868,-1.143358,-1.072519,-0.999380,-0.923979,-0.846354,-0.766548
621,0.02499849127,0.019999,0.005000,9.220620,0.9120099447,-1.812911,-1.770586,-1.725947,-1.678963,-1.629608,-1.577861,-1.523710,-1.467148,-1.408174,-1.346795,-1.283020,-1.216867,-1.148358,-1.077518,-1.004380,-0.928978,-0.851353,-0.771547
622,0.02499853736,0.019999,0.005000,9.240618,0.9123536558,-1.817911,-1.775585,-1.730947,-1.683963,-1.634607,-1.582861,-1.528709,-1.472147,-1.413174,-1.351794,-1.288020,-1.221867,-1.153358,-1.082518,-1.009380,-0.933978,-0.856353,-0.776547
623,0.02499858211,0.019999,0.005000,9.260617,0.9126960243,-1.822911,-1.780585,-1.735947,-1.688963,-1.639607,-1.587860,-1.533709,-1.477147,-1.418174,-1.356794,-1.293020,-1.226867,-1.158357,-1.087518,-1.014379,-0.938978,-0.861353,-0.781547
624,0.02499862556,0.019999,0.005000,9.280616,0.9130370555,-1.827910,-1.785585,-1.740946,-1.693962,-1.644607,-1.592860,-1.538709,-1.482147,-1.423173,-1.361794,-1.298019,-1.231867,-1.163357,-1.092517,-1.019379,-0.943978,-0.866352,-0.786547
625,0.02499866775,0.019999,0.005000,9.300615,0.9133767545,-1.832910,-1.790585,-1.745946,-1.698962,-1.649607,-1.597860,-1.543709,-1.487147,-1.428173,-1.366794,-1.303019,-1.236866,-1.168357,-1.097517,-1.024379,-0.948977,-0.871352,-0.791546
626,0.02499870871,0.019999,0.005000,9.320614,0.9137151266,-1.837910,-1.795584,-1.750946,-1.703962,-1.654606,-1.602859,-1.548708,-1.492146,-1.433173,-1.371793,-1.308019,-1.241866,-1.173356,-1.102517,-1.029379,-0.953977,-0.876352,-0.796546
627,0.02499874847,0.019999,0.005000,9.340613,0.9140521768,-1.842910,-1.800584,-1.755946,-1.708962,-1.659606,-1.607859,-1.553708,-1.497146,-1.438173,-1.376793,-1.313019,-1.246866,-1.178356,-1.107517,-1.034378,-0.958977,-0.881352,-0.801546
628,0.02499878706,0.019999,0.005000,9.360612,0.9143879105,-1.847909,-1.805584,-1.760945,-1.713961,-1.664606,-1.612859,-1.558708,-1.502146,-1.443172,-1.381793,-1.318018,-1.251865,-1.183356,-1.112516,-1.039378,-0.963977,-0.886351,-0.806546
629,0.02499882453,0.019999,0.005000,9.380611,0.9147223328,-1.852909,-1.810584,-1.765945,-1.718961,-1.669606,-1.617859,-1.563708,-1.507146,-1.448172,-1.386793,-1.323018,-1.256865,-1.188356,-1.117516,-1.044378,-0.968976,-0.891351,-0.811545
630,0.02499886089,0.019999,0.005000,9.400610,0.9150554486,-1.857909,-1.815583,-1.770945,-1.723961,-1.674605,-1.622859,-1.568707,-1.512145,-1.453172,-1.391792,-1.328018,-1.261865,-1.193356,-1.122516,-1.049378,-0.973976,-0.896351,-0.816545
631,0.02499889619,0.019999,0.005000,9.420609,0.9153872633,-1.862909,-1.820583,-1.775945,-1.728961,-1.679605,-1.627858,-1.573707,-1.517145,-1.458172,-1.396792,-1.333018,-1.266865,-1.198355,-1.127516,-1.054377,-0.978976,-0.901351,-0.821545
632,0.02499893044,0.019999,0.005000,9.440609,0.9157177818,-1.867909,-1.825583,-1.780945,-1.733961,-1.684605,-1.632858,-1.578707,-1.522145,-1.463171,-1.401792,-1.338017,-1.271865,-1.203355,-1.132516,-1.059377,-0.983976,-0.906350,-0.826545
633,0.02499896369,0.019999,0.005000,9.460608,0.9160470092,-1.872908,-1.830583,-1.785944,-1.738960,-1.689605,-1.637858,-1.583707,-1.527145,-1.468171,-1.406792,-1.343017,-1.276864,-1.208355,-1.137515,-1.064377,-0.988976,-0.911350,-0.831545
634,0.02499899595,0.019999,0.005000,9.480607,0.9163749506,-1.877908,-1.835582,-1.790944,-1.743960,-1.694605,-1.642858,-1.588707,-1.532145,-1.473171,-1.411792,-1.348017,-1.281864,-1.213355,-1.142515,-1.069377,-0.993975,-0.916350,-0.836544
635,0.02499902725,0.019999,0.005000,9.500606,0.9167016109,-1.882908,-1.840582,-1.795944,-1.748960,-1.699604,-1.647857,-1.593706,-1.537144,-1.478171,-1.416791,-1.353017,-1.286864,-1.218354,-1.147515,-1.074377,-0.998975,-0.921350,-0.841544
636,0.02499905763,0.019999,0.005000,9.520605,0.9170269953,-1.887908,-1.845582,-1.800944,-1.753960,-1.704604,-1.652857,-1.598706,-1.542144,-1.483171,-1.421791,-1.358017,-1.291864,-1.223354,-1.152515,-1.079376,-1.003975,-0.926350,-0.846544
637,0.0249990871,0.019999,0.005000,9.540605,0.9173511086,-1.892908,-1.850582,-1.805944,-1.758960,-1.709604,-1.657857,-1.603706,-1.547144,-1.488171,-1.426791,-1.363016,-1.296864,-1.228354,-1.157515,-1.084376,-1.008975,-0.931350,-0.851544
638,0.0249991157,0.019999,0.005000,9.560604,0.9176739558,-1.897907,-1.855582,-1.810943,-1.763959,-1.714604,-1.662857,-1.608706,-1.552144,-1.493170,-1.431791,-1.368016,-1.301863,-1.233354,-1.162514,-1.089376,-1.013975,-0.936349,-0.856544
639,0.02499914344,0.019999,0.005000,9.580603,0.9179955419,-1.902907,-1.860582,-1.815943,-1.768959,-1.719604,-1.667857,-1.613706,-1.557144,-1.498170,-1.436791,-1.373016,-1.306863,-1.238354,-1.167514,-1.094376,-1.018974,-0.941349,-0.861543
640,0.02499917035,0.019999,0.005000,9.600603,0.9183158718,-1.907907,-1.865581,-1.820943,-1.773959,-1.724603,-1.672857,-1.618705,-1.562143,-1.503170,-1.441790,-1.378016,-1.311863,-1.243354,-1.172514,-1.099376,-1.023974,-0.946349,-0.866543
641,0.02499919646,0.019999,0.005000,9.620602,0.9186349504,-1.912907,-1.870581,-1.825943,-1.778959,-1.729603,-1.677856,-1.623705,-1.567143,-1.508170,-1.446790,-1.383016,-1.316863,-1.248353,-1.177514,-1.104376,-1.028974,-0.951349,-0.871543
642,0.02499922179,0.019999,0.005000,9.640601,0.9189527827,-1.917907,-1.875581,-1.830943,-1.783959,-1.734603,-1.682856,-1.628705,-1.572143,-1.513170,-1.451790,-1.388016,-1.321863,-1.253353,-1.182514,-1.109375,-1.033974,-0.956349,-0.876543
643,0.02499924635,0.019999,0.005000,9.660601,0.9192693734,-1.922907,-1.880581,-1.835943,-1.788959,-1.739603,-1.687856,-1.633705,-1.577143,-1.518170,-1.456790,-1.393016,-1.326863,-1.258353,-1.187514,-1.114375,-1.038974,-0.961349,-0.881543
644,0.02499927018,0.019999,0.005000,9.680600,0.9195847274,-1.927906,-1.885581,-1.840942,-1.793958,-1.744603,-1.692856,-1.638705,-1.582143,-1.523169,-1.461790,-1.398015,-1.331862,-1.263353,-1.192513,-1.119375,-1.043974,-0.966348,-0.886543
645,0.02499929329,0.019999,0.005000,9.700600,0.9198988495,-1.932906,-1.890581,-1.845942,-1.798958,-1.749603,-1.697856,-1.643705,-1.587143,-1.528169,-1.466790,-1.403015,-1.336862,-1.268353,-1.197513,-1.124375,-1.048973,-0.971348,-0.891542
646,0.0249993157,0.019999,0.005000,9.720599,0.9202117447,-1.937906,-1.895581,-1.850942,-1.803958,-1.754603,-1.702856,-1.648705,-1.592143,-1.533169,-1.471790,-1.408015,-1.341862,-1.273353,-1.202513,-1.129375,-1.053973,-0.976348,-0.896542
647,0.02499933743,0.019999,0.005000,9.740599,0.9205234175,-1.942906,-1.900580,-1.855942,-1.808958,-1.759602,-1.707856,-1.653704,-1.597142,-1.538169,-1.476789,-1.413015,-1.346862,-1.278353,-1.207513,-1.134375,-1.058973,-0.981348,-0.901542
648,0.02499935851,0.019999,0.005000,9.760598,0.9208338729,-1.947906,-1.905580,-1.860942,-1.813958,-1.764602,-1.712855,-1.658704,-1.602142,-1.543169,-1.481789,-1.418015,-1.351862,-1.283352,-1.212513,-1.139375,-1.063973,-0.986348,-0.906542
649,0.02499937894,0.020000,0.005000,9.780598,0.9211431156,-1.952906,-1.910580,-1.865942,-1.818958,-1.769602,-1.717855,-1.663704,-1.607142,-1.548169,-1.486789,-1.423015,-1.356862,-1.288352,-1.217513,-1.144374,-1.068973,-0.991348,-0.911542
650,0.02499939876,0.020000,0.005000,9.800597,0.9214511503,-1.957906,-1.915580,-1.870942,-1.823958,-1.774602,-1.722855,-1.668704,-1.612142,-1.553169,-1.491789,-1.428015,-1.361862,-1.293352,-1.222513,-1.149374,-1.073973,-0.996348,-0.916542
651,0.02499941797,0.020000,0.005000,9.820597,0.9217579818,-1.962906,-1.920580,-1.875942,-1.828958,-1.779602,-1.727855,-1.673704,-1.617142,-1.558168,-1.496789,-1.433014,-1.366862,-1.298352,-1.227513,-1.154374,-1.078973,-1.001347,-0.921542
652,0.02499943659,0.020000,0.005000,9.840596,0.9220636146,-1.967905,-1.925580,-1.880941,-1.833957,-1.784602,-1.732855,-1.678704,-1.622142,-1.563168,-1.501789,-1.438014,-1.371861,-1.303352,-1.232512,-1.159374,-1.083973,-1.006347,-0.926542
653,0.02499945465,0.020000,0.005000,9.860596,0.9223680536,-1.972905,-1.930580,-1.885941,-1.838957,-1.789602,-1.737855,-1.683704,-1.627142,-1.568168,-1.506789,-1.443014,-1.376861,-1.308352,-1.237512,-1.164374,-1.088973,-1.011347,-0.931542
654,0.02499947216,0.020000,0.005000,9.880595,0.9226713034,-1.977905,-1.935580,-1.890941,-1.843957,-1.794602,-1.742855,-1.688704,-1.632142,-1.573168,-1.511789,-1.448014,-1.381861,-1.313352,-1.242512,-1.169374,-1.093972,-1.016347,-0.936541
655,0.02499948912,0.020000,0.005000,9.900595,0.9229733687,-1.982905,-1.940579,-1.895941,-1.848957,-1.799602,-1.747855,-1.693704,-1.637142,-1.578168,-1.516789,-1.453014,-1.386861,-1.318352,-1.247512,-1.174374,-1.098972,-1.021347,-0.941541
656,0.02499950557,0.020000,0.005000,9.920594,0.9232742539,-1.987905,-1.945579,-1.900941,-1.853957,-1.804601,-1.752855,-1.698703,-1.642141,-1.583168,-1.521788,-1.458014,-1.391861,-1.323352,-1.252512,-1.179374,-1.103972,-1.026347,-0.946541
657,0.02499952151,0.020000,0.005000,9.940594,0.9235739639,-1.992905,-1.950579,-1.905941,-1.858957,-1.809601,-1.757854,-1.703703,-1.647141,-1.588168,-1.526788,-1.463014,-1.396861,-1.328351,-1.257512,-1.184374,-1.108972,-1.031347,-0.951541
658,0.02499953697,0.020000,0.005000,9.960594,0.9238725031,-1.997905,-1.955579,-1.910941,-1.863957,-1.814601,-1.762854,-1.708703,-1.652141,-1.593168,-1.531788,-1.468014,-1.401861,-1.333351,-1.262512,-1.189374,-1.113972,-1.036347,-0.956541
659,0.02499955194,0.020000,0.005000,9.980593,0.9241698761,-2.002905,-1.960579,-1.915941,-1.868957,-1.819601,-1.767854,-1.713703,-1.657141,-1.598168,-1.536788,-1.473014,-1.406861,-1.338351,-1.267512,-1.194373,-1.118972,-1.041347,-0.961541
660,0.02499956645,0.020000,0.005000,10.000593,0.9244660875,-2.007905,-1.965579,-1.920941,-1.873957,-1.824601,-1.772854,-1.718703,-1.662141,-1.603168,-1.541788,-1.478014,-1.411861,-1.343351,-1.272512,-1.199373,-1.123972,-1.046347,-0.966541
661,0.02499958052,0.020000,0.005000,10.020593,0.9247611419,-2.012905,-1.970579,-1.925941,-1.878957,-1.829601,-1.777854,-1.723703,-1.667141,-1.608168,-1.546788,-1.483013,-1.416861,-1.348351,-1.277512,-1.204373,-1.128972,-1.051347,-0.971541
662,0.02499959414,0.020000,0.005000,10.040592,0.9250550437,-2.017905,-1.975579,-1.930940,-1.883957,-1.834601,-1.782854,-1.728703,-1.672141,-1.613167,-1.551788,-1.488013,-1.421861,-1.353351,-1.282511,-1.209373,-1.133972,-1.056346,-0.976541
663,0.02499960735,0.020000,0.005000,10.060592,0.9253477974,-2.022904,-1.980579,-1.935940,-1.888956,-1.839601,-1.787854,-1.733703,-1.677141,-1.618167,-1.556788,-1.493013,-1.426860,-1.358351,-1.287511,-1.214373,-1.138972,-1.061346,-0.981541
664,0.02499962014,0.020000,0.005000,10.080592,0.9256394076,-2.027904,-1.985579,-1.940940,-1.893956,-1.844601,-1.792854,-1.738703,-1.682141,-1.623167,-1.561788,-1.498013,-1.431860,-1.363351,-1.292511,-1.219373,-1.143972,-1.066346,-0.986541
665,0.02499963254,0.020000,0.005000,10.100591,0.9259298786,-2.032904,-1.990579,-1.945940,-1.898956,-1.849601,-1.797854,-1.743703,-1.687141,-1.628167,-1.566788,-1.503013,-1.436860,-1.368351,-1.297511,-1.224373,-1.148971,-1.071346,-0.991540
666,0.02499964454,0.020000,0.005000,10.120591,0.9262192151,-2.037904,-1.995579,-1.950940,-1.903956,-1.854601,-1.802854,-1.748703,-1.692141,-1.633167,-1.571788,-1.508013,-1.441860,-1.373351,-1.302511,-1.229373,-1.153971,-1.076346,-0.996540
667,0.02499965618,0.020000,0.005000,10.140591,0.9265074212,-2.042904,-2.000578,-1.955940,-1.908956,-1.859601,-1.807854,-1.753703,-1.697141,-1.638167,-1.576788,-1.513013,-1.446860,-1.378351,-1.307511,-1.234373,-1.158971,-1.081346,-1.001540
668,0.02499966745,0.020000,0.005000,10.160591,0.9267945016,-2.047904,-2.005578,-1.960940,-1.913956,-1.864600,-1.812854,-1.758702,-1.702140,-1.643167,-1.581787,-1.518013,-1.451860,-1.383351,-1.312511,-1.239373,-1.163971,-1.086346,-1.006540
669,0.02499967836,0.020000,0.005000,10.180590,0.9270804606,-2.052904,-2.010578,-1.965940,-1.918956,-1.869600,-1.817854,-1.763702,-1.707140,-1.648167,-1.586787,-1.523013,-1.456860,-1.388351,-1.317511,-1.244373,-1.168971,-1.091346,-1.011540
670,0.02499968894,0.020000,0.005000,10.200590,0.9273653026,-2.057904,-2.015578,-1.970940,-1.923956,-1.874600,-1.822853,-1.768702,-1.712140,-1.653167,-1.591787,-1.528013,-1.461860,-1.393350,-1.322511,-1.249373,-1.173971,-1.096346,-1.016540
671,0.02499969918,0.020000,0.005000,10.220590,0.9276490318,-2.062904,-2.020578,-1.975940,-1.928956,-1.879600,-1.827853,-1.773702,-1.717140,-1.658167,-1.596787,-1.533013,-1.466860,-1.398350,-1.327511,-1.254373,-1.178971,-1.101346,-1.021540
672,0.02499970909,0.020000,0.005000,10.240590,0.9279316528,-2.067904,-2.025578,-1.980940,-1.933956,-1.884600,-1.832853,-1.778702,-1.722140,-1.663167,-1.601787,-1.538013,-1.471860,-1.403350,-1.332511,-1.259373,-1.183971,-1.106346,-1.026540
673,0.0249997187,0.020000,0.005000,10.260589,0.9282131698,-2.072904,-2.030578,-1.985940,-1.938956,-1.889600,-1.837853,-1.783702,-1.727140,-1.668167,-1.606787,-1.543013,-1.476860,-1.408350,-1.337511,-1.264372,-1.188971,-1.111346,-1.031540
674,0.024999728,0.020000,0.005000,10.280589,0.9284935871,-2.077904,-2.035578,-1.990940,-1.943956,-1.894600,-1.842853,-1.788702,-1.732140,-1.673167,-1.611787,-1.548013,-1.481860,-1.413350,-1.342511,-1.269372,-1.193971,-1.116346,-1.036540
675,0.02499973701,0.020000,0.005000,10.300589,0.928772909,-2.082904,-2.040578,-1.995940,-1.948956,-1.899600,-1.847853,-1.793702,-1.737140,-1.678167,-1.616787,-1.553013,-1.486860,-1.418350,-1.347511,-1.274372,-1.198971,-1.121346,-1.041540
